"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos de manera alatoria al carrito de compras","Agregar productos al carrito de compras de manera exitosa","ERROR","2024-06-01T20:39:23.7913093-05:00[America/Bogota]","0.0","72.05"
