"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos de manera alatoria al carrito de compras","Agregar productos al carrito de compras de manera exitosa","SUCCESS","2023-12-07T10:13:30.1072383-05:00[America/Bogota]","0.0","58.77"
